Lead_ID,Age,Budget,Location,Property_Type,Inquiry_Type,Time_Spent_on_Site,Number_of_Visits,Contacted,Converted
4342,38,8252551,Delhi,3BHK,Rent,26,9,0,1
4343,36,8712584,Bangalore,2BHK,Buy,16,6,0,1
4344,59,13319032,Mumbai,1BHK,Buy,1,9,0,0
4345,24,2300767,Pune,2BHK,Rent,15,6,0,0
4346,45,7044039,Mumbai,1BHK,Rent,5,9,1,0
4347,52,5978222,Delhi,2BHK,Rent,6,6,0,0
4348,33,14639602,Pune,3BHK,Rent,27,9,0,1
4349,37,11536164,Delhi,2BHK,Buy,25,3,0,0
4350,57,2517926,Delhi,3BHK,Rent,21,5,0,0
4351,26,8807173,Delhi,2BHK,Buy,17,5,0,1
4352,39,11310202,Mumbai,1BHK,Buy,11,8,0,1
4353,33,9647442,Mumbai,1BHK,Rent,27,7,0,1
4354,46,7068379,Delhi,2BHK,Buy,4,2,0,0
4355,34,8009321,Delhi,2BHK,Buy,18,2,0,0
4356,51,10844690,Pune,1BHK,Rent,20,7,1,1
4357,24,11816702,Delhi,2BHK,Rent,14,4,1,1
4358,59,8732446,Delhi,2BHK,Rent,23,6,1,1
4359,28,9807818,Delhi,1BHK,Rent,9,9,0,0
4360,45,5716714,Delhi,3BHK,Rent,28,4,1,1
4361,33,12749014,Mumbai,1BHK,Buy,3,7,1,0
4362,52,10241730,Delhi,1BHK,Rent,3,9,1,0
4363,58,2475197,Bangalore,2BHK,Rent,11,1,1,0
4364,58,3180034,Delhi,1BHK,Buy,20,2,1,0
4365,48,8218897,Mumbai,1BHK,Rent,23,9,1,1
4366,50,8506648,Bangalore,2BHK,Rent,22,5,1,1
4367,23,11679466,Bangalore,2BHK,Rent,5,4,0,0
4368,48,6163219,Delhi,3BHK,Buy,4,7,0,0
4369,23,12271417,Delhi,1BHK,Rent,12,5,0,1
4370,54,11271125,Mumbai,3BHK,Rent,24,1,1,0
4371,36,5104632,Bangalore,3BHK,Rent,12,9,0,1
4372,42,8267366,Bangalore,3BHK,Rent,4,8,0,0
4373,52,7484180,Mumbai,3BHK,Rent,3,3,1,0
4374,58,11460982,Delhi,1BHK,Buy,23,3,1,0
4375,28,11843965,Pune,1BHK,Rent,2,3,1,0
4376,28,12508787,Pune,1BHK,Rent,4,7,1,0
4377,26,10888860,Bangalore,3BHK,Rent,24,2,0,0
4378,34,8782303,Bangalore,2BHK,Rent,4,9,0,0
4379,52,8034943,Delhi,1BHK,Rent,26,4,1,1
4380,55,5715222,Pune,3BHK,Buy,28,7,1,1
4381,30,14641246,Bangalore,3BHK,Buy,7,8,1,0
4382,23,9674499,Delhi,3BHK,Rent,2,5,0,0
4383,32,4675059,Pune,3BHK,Rent,11,8,1,0
4384,51,7870704,Mumbai,3BHK,Buy,5,4,0,0
4385,49,2420091,Bangalore,3BHK,Buy,28,2,1,0
4386,25,13687988,Mumbai,1BHK,Buy,13,3,0,0
4387,45,2259201,Pune,2BHK,Rent,4,6,0,0
4388,51,13226947,Delhi,1BHK,Buy,9,6,1,0
4389,41,6067520,Delhi,1BHK,Rent,7,7,1,0
4390,40,6725326,Pune,3BHK,Rent,25,4,1,1
4391,59,3786936,Mumbai,1BHK,Buy,27,8,0,0
4392,42,14894405,Delhi,2BHK,Rent,29,8,0,1
4393,24,6333227,Bangalore,2BHK,Rent,13,7,1,1
4394,33,12542374,Mumbai,3BHK,Buy,10,3,1,0
4395,40,2203474,Mumbai,2BHK,Rent,7,3,0,0
4396,33,9081580,Bangalore,3BHK,Buy,18,2,1,0
4397,37,2126745,Pune,2BHK,Buy,28,7,1,0
4398,56,9529131,Delhi,2BHK,Buy,18,6,0,1
4399,53,10146837,Mumbai,1BHK,Rent,2,7,0,0
4400,21,3802572,Delhi,2BHK,Buy,21,2,0,0
4401,35,9320973,Delhi,3BHK,Buy,1,4,0,0
4402,33,8666013,Mumbai,2BHK,Rent,13,1,0,0
4403,37,5095039,Pune,2BHK,Buy,23,2,1,0
4404,44,13024555,Mumbai,1BHK,Rent,2,7,0,0
4405,28,11762259,Pune,3BHK,Rent,4,5,0,0
4406,47,13085547,Bangalore,3BHK,Buy,9,3,1,0
4407,43,10067034,Pune,3BHK,Buy,8,2,1,0
4408,28,2900794,Pune,1BHK,Rent,26,3,0,0
4409,28,3932457,Mumbai,2BHK,Buy,18,4,0,0
4410,46,3407539,Delhi,3BHK,Rent,16,5,0,0
4411,33,8068735,Delhi,2BHK,Buy,4,8,0,0
4412,59,12485566,Pune,2BHK,Rent,4,9,1,0
4413,57,7346492,Pune,2BHK,Buy,18,2,1,0
4414,48,8255735,Mumbai,1BHK,Buy,2,3,0,0
4415,45,6280424,Pune,2BHK,Rent,21,4,1,1
4416,36,7098145,Mumbai,1BHK,Buy,11,7,1,1
4417,22,2877350,Bangalore,1BHK,Buy,20,6,0,0
4418,38,10979496,Pune,1BHK,Rent,24,6,1,1
4419,37,13051896,Bangalore,3BHK,Rent,4,7,0,0
4420,50,7221227,Pune,1BHK,Rent,24,1,1,0
4421,59,10919716,Pune,3BHK,Buy,14,8,0,1
4422,33,2313678,Bangalore,1BHK,Buy,21,9,0,0
4423,52,3789087,Bangalore,1BHK,Rent,17,2,0,0
4424,49,13921671,Mumbai,1BHK,Rent,25,1,1,0
4425,50,10035168,Mumbai,1BHK,Buy,8,4,1,0
4426,38,4442716,Bangalore,2BHK,Rent,1,2,1,0
4427,33,3227103,Pune,2BHK,Rent,28,6,0,0
4428,41,11782816,Mumbai,1BHK,Rent,19,3,1,0
4429,50,12999556,Pune,2BHK,Buy,19,9,1,1
4430,41,8474961,Delhi,3BHK,Buy,21,8,0,1
4431,37,9426041,Mumbai,2BHK,Rent,7,7,0,0
4432,39,13224905,Mumbai,2BHK,Buy,1,7,0,0
4433,35,2533885,Mumbai,2BHK,Buy,1,7,1,0
4434,29,9400099,Delhi,1BHK,Rent,10,5,0,0
4435,30,3791456,Bangalore,3BHK,Buy,13,8,0,0
4436,51,12999719,Pune,1BHK,Rent,22,4,1,1
4437,43,14795908,Delhi,3BHK,Buy,5,5,1,0
4438,50,7093409,Bangalore,1BHK,Rent,12,3,1,0
4439,53,14033815,Mumbai,2BHK,Rent,28,3,0,0
4440,29,13519120,Bangalore,3BHK,Rent,29,2,0,0
4441,21,6606302,Bangalore,2BHK,Buy,3,5,1,0
4442,55,8867526,Bangalore,3BHK,Rent,29,2,0,0
4443,31,12453339,Pune,3BHK,Buy,19,4,0,1
4444,54,10050405,Bangalore,1BHK,Rent,4,1,1,0
4445,36,10237180,Bangalore,1BHK,Buy,15,2,1,0
4446,29,4598677,Bangalore,2BHK,Rent,13,1,0,0
4447,52,9195918,Bangalore,2BHK,Rent,11,2,1,0
4448,35,11247076,Delhi,3BHK,Buy,26,4,0,1
4449,32,13831822,Delhi,3BHK,Rent,2,1,1,0
4450,53,7328625,Bangalore,1BHK,Rent,29,6,1,1
4451,34,13424241,Bangalore,1BHK,Buy,9,1,0,0
4452,28,11671832,Bangalore,1BHK,Buy,29,3,0,0
4453,28,13649172,Mumbai,1BHK,Rent,12,2,0,0
4454,47,2106998,Bangalore,1BHK,Rent,4,2,1,0
4455,32,8341477,Bangalore,3BHK,Buy,26,4,0,1
4456,21,9802305,Delhi,3BHK,Rent,19,9,1,1
4457,31,6714714,Delhi,2BHK,Rent,10,3,0,0
4458,59,7373552,Delhi,3BHK,Buy,11,6,0,1
4459,51,10769311,Pune,1BHK,Rent,7,3,0,0
4460,37,10193300,Mumbai,3BHK,Rent,13,5,0,1
4461,53,8187459,Bangalore,3BHK,Buy,9,9,0,0
4462,52,6939179,Delhi,3BHK,Rent,12,3,0,0
4463,49,6618322,Pune,2BHK,Rent,29,8,0,1
4464,41,13218881,Bangalore,2BHK,Rent,2,6,0,0
4465,41,13087065,Bangalore,3BHK,Rent,22,8,1,1
4466,43,11917153,Delhi,3BHK,Rent,21,2,1,0
4467,26,11099790,Bangalore,1BHK,Buy,1,9,1,0
4468,42,8656289,Bangalore,2BHK,Rent,27,1,0,0
4469,58,10468899,Bangalore,1BHK,Rent,7,3,1,0
4470,57,6022610,Delhi,1BHK,Buy,1,4,1,0
4471,28,3739528,Pune,3BHK,Rent,26,6,0,0
4472,55,6774598,Bangalore,3BHK,Rent,25,4,0,1
4473,31,12380957,Pune,3BHK,Rent,16,2,1,0
4474,44,11017164,Bangalore,1BHK,Buy,4,3,1,0
4475,41,13846618,Delhi,1BHK,Rent,8,3,1,0
4476,22,13072446,Pune,1BHK,Buy,17,6,1,1
4477,39,2221163,Delhi,3BHK,Buy,21,5,0,0
4478,59,8086540,Mumbai,3BHK,Rent,19,5,0,1
4479,48,3897678,Bangalore,3BHK,Buy,4,4,1,0
4480,37,13659949,Mumbai,1BHK,Buy,28,4,1,1
4481,26,12587831,Mumbai,1BHK,Buy,4,9,1,0
4482,39,5650824,Mumbai,2BHK,Buy,8,7,1,0
4483,58,10499180,Bangalore,3BHK,Rent,10,8,0,0
4484,48,12624757,Delhi,1BHK,Rent,26,4,0,1
4485,22,8032419,Mumbai,2BHK,Rent,29,3,1,0
4486,58,8377844,Pune,1BHK,Rent,16,1,0,0
4487,57,13105767,Bangalore,1BHK,Buy,19,9,1,1
4488,24,8056929,Delhi,3BHK,Rent,1,9,1,0
4489,42,7030811,Delhi,2BHK,Rent,5,2,1,0
4490,46,11197671,Mumbai,1BHK,Buy,2,4,0,0
4491,56,6841712,Bangalore,2BHK,Rent,29,4,0,1
4492,33,8801256,Mumbai,2BHK,Buy,27,1,1,0
4493,52,2401099,Pune,3BHK,Rent,16,2,1,0
4494,37,6082940,Delhi,2BHK,Rent,13,8,0,1
4495,56,9910541,Delhi,3BHK,Rent,6,6,0,0
4496,39,3196845,Bangalore,3BHK,Buy,4,1,1,0
4497,55,3987214,Delhi,3BHK,Rent,25,7,1,0
4498,48,9708098,Bangalore,2BHK,Rent,7,7,1,0
4499,21,8325006,Mumbai,1BHK,Buy,2,6,1,0
4500,38,10665394,Pune,3BHK,Rent,23,8,0,1
4501,53,6083671,Bangalore,1BHK,Rent,10,5,0,0
4502,32,6161011,Mumbai,2BHK,Buy,14,2,0,0
4503,28,13116141,Pune,1BHK,Buy,8,4,0,0
4504,44,10806407,Delhi,1BHK,Rent,3,8,0,0
4505,36,5763901,Pune,3BHK,Buy,3,8,0,0
4506,24,6798130,Pune,3BHK,Buy,27,5,1,1
4507,58,6518462,Pune,3BHK,Buy,2,6,0,0
4508,47,4903107,Delhi,2BHK,Rent,28,9,1,0
4509,29,14955341,Bangalore,1BHK,Rent,17,2,0,0
4510,36,9017359,Bangalore,2BHK,Buy,19,5,0,1
4511,32,6284933,Pune,2BHK,Buy,10,9,0,0
4512,51,8278262,Mumbai,2BHK,Rent,12,3,0,0
4513,44,14042040,Mumbai,2BHK,Buy,27,6,1,1
4514,34,4436126,Pune,3BHK,Buy,23,4,1,0
4515,45,11744866,Pune,1BHK,Rent,11,4,1,1
4516,54,12795214,Mumbai,3BHK,Rent,9,3,0,0
4517,23,3163842,Pune,3BHK,Rent,25,1,0,0
4518,44,7431242,Pune,2BHK,Buy,13,8,0,1
4519,29,6641154,Bangalore,3BHK,Buy,6,5,1,0
4520,46,4896283,Bangalore,1BHK,Buy,14,2,1,0
4521,40,6273487,Pune,2BHK,Rent,22,1,0,0
4522,30,10448890,Pune,3BHK,Buy,11,1,0,0
4523,39,12544009,Delhi,2BHK,Rent,5,4,1,0
4524,23,7805344,Bangalore,1BHK,Rent,2,4,0,0
4525,44,2123844,Pune,2BHK,Buy,7,6,1,0
4526,25,8658187,Delhi,3BHK,Rent,17,7,0,1
4527,23,4431275,Delhi,3BHK,Buy,6,1,1,0
4528,47,8894604,Delhi,1BHK,Buy,14,2,1,0
4529,36,12460587,Delhi,1BHK,Rent,4,3,1,0
4530,35,5937080,Bangalore,2BHK,Buy,3,9,1,0
4531,55,8276959,Delhi,3BHK,Rent,11,4,1,1
4532,32,10382863,Bangalore,1BHK,Rent,29,6,0,1
4533,46,4921580,Delhi,1BHK,Rent,1,2,0,0
4534,54,9744996,Delhi,3BHK,Buy,14,2,1,0
4535,43,8647671,Mumbai,1BHK,Buy,6,2,1,0
4536,51,9200622,Bangalore,1BHK,Buy,29,5,0,1
4537,40,6650699,Mumbai,3BHK,Rent,23,9,1,1
4538,32,9392788,Mumbai,1BHK,Rent,27,6,1,1
4539,43,8079547,Delhi,3BHK,Buy,17,9,1,1
4540,24,12878996,Bangalore,3BHK,Rent,27,6,1,1
4541,43,11300842,Pune,2BHK,Buy,17,9,0,1
4542,21,6176116,Delhi,3BHK,Buy,23,5,0,1
4543,45,14581960,Bangalore,1BHK,Buy,11,1,0,0
4544,22,5024320,Mumbai,2BHK,Buy,28,6,0,1
4545,50,13295417,Bangalore,2BHK,Rent,22,4,1,1
4546,23,4296397,Delhi,1BHK,Buy,7,9,0,0
4547,41,3547840,Bangalore,2BHK,Rent,13,6,0,0
4548,45,11522517,Mumbai,1BHK,Rent,8,1,0,0
4549,40,14229921,Bangalore,2BHK,Buy,8,6,1,0
4550,42,14855863,Bangalore,1BHK,Buy,9,3,1,0
4551,41,3000778,Mumbai,3BHK,Rent,29,3,0,0
4552,53,13260933,Delhi,3BHK,Buy,25,7,0,1
4553,58,4998277,Pune,2BHK,Rent,7,2,1,0
4554,35,10904851,Mumbai,2BHK,Rent,25,9,1,1
4555,35,9188884,Mumbai,3BHK,Rent,22,9,0,1
4556,45,7738753,Delhi,1BHK,Rent,9,7,0,0
4557,41,10927961,Delhi,2BHK,Buy,11,9,0,1
4558,44,8639070,Bangalore,3BHK,Buy,2,6,1,0
4559,25,4111577,Mumbai,2BHK,Buy,27,9,0,0
4560,26,4896695,Bangalore,3BHK,Rent,18,2,0,0
4561,43,7414751,Bangalore,3BHK,Buy,22,5,0,1
4562,24,8869001,Delhi,3BHK,Rent,3,6,0,0
4563,47,6056150,Delhi,1BHK,Rent,18,6,0,1
4564,38,7959417,Bangalore,2BHK,Rent,16,4,1,1
4565,41,3962821,Mumbai,1BHK,Buy,8,4,1,0
4566,48,4440342,Mumbai,1BHK,Buy,23,5,1,0
4567,55,7775984,Bangalore,3BHK,Rent,8,6,1,0
4568,42,7713949,Pune,1BHK,Buy,6,8,1,0
4569,43,10390783,Pune,2BHK,Rent,25,1,1,0
4570,23,11710669,Delhi,2BHK,Buy,25,8,1,1
4571,30,4947492,Mumbai,3BHK,Buy,2,2,1,0
4572,45,14215350,Bangalore,3BHK,Buy,16,7,1,1
4573,28,13988447,Bangalore,2BHK,Rent,26,4,0,1
4574,31,14118320,Mumbai,2BHK,Buy,21,8,0,1
4575,25,4286113,Delhi,3BHK,Buy,9,6,1,0
4576,57,14928171,Delhi,1BHK,Rent,19,5,1,1
4577,58,12778098,Pune,2BHK,Buy,21,5,0,1
4578,49,5607838,Mumbai,3BHK,Rent,15,4,0,1
4579,25,13618694,Mumbai,3BHK,Buy,24,3,0,0
4580,29,13899028,Bangalore,2BHK,Rent,2,3,1,0
4581,22,10015119,Mumbai,3BHK,Rent,15,3,0,0
4582,21,2558867,Pune,2BHK,Buy,22,7,1,0
4583,50,7339434,Mumbai,3BHK,Rent,11,8,1,1
4584,31,4769067,Bangalore,3BHK,Rent,20,8,0,0
4585,48,8865521,Pune,1BHK,Buy,12,2,1,0
4586,32,7642002,Bangalore,3BHK,Buy,15,3,0,0
4587,59,2040751,Mumbai,2BHK,Buy,16,2,0,0
4588,46,3249247,Delhi,2BHK,Buy,28,6,0,0
4589,33,7351630,Mumbai,1BHK,Rent,6,3,0,0
4590,28,13608516,Mumbai,2BHK,Rent,3,6,0,0
4591,48,9054730,Bangalore,3BHK,Buy,6,4,0,0
4592,50,14787662,Delhi,1BHK,Buy,23,6,0,1
4593,29,5179249,Mumbai,2BHK,Buy,26,3,0,0
4594,59,13021612,Pune,3BHK,Buy,3,5,1,0
4595,51,11018051,Pune,1BHK,Rent,21,8,0,1
4596,41,2988144,Bangalore,3BHK,Rent,13,3,1,0
4597,54,8711971,Bangalore,2BHK,Rent,12,9,0,1
4598,51,11428143,Delhi,2BHK,Rent,8,9,1,0
4599,45,7684054,Bangalore,2BHK,Rent,2,7,0,0
4600,32,4284302,Delhi,2BHK,Buy,7,8,1,0
4601,21,13885227,Mumbai,1BHK,Buy,29,9,1,1
4602,42,2797634,Pune,2BHK,Rent,17,1,1,0
4603,57,2371551,Pune,1BHK,Rent,7,7,1,0
4604,21,12396873,Pune,1BHK,Buy,1,3,0,0
4605,21,6169895,Bangalore,3BHK,Rent,4,6,1,0
4606,41,12096229,Bangalore,2BHK,Rent,15,9,1,1
4607,35,13624533,Mumbai,3BHK,Rent,4,8,0,0
4608,37,11479821,Bangalore,3BHK,Rent,12,2,1,0
4609,42,14030800,Delhi,3BHK,Buy,16,4,0,1
4610,58,9364308,Pune,3BHK,Rent,21,5,0,1
4611,55,12304562,Mumbai,3BHK,Rent,18,6,1,1
4612,36,8208623,Delhi,2BHK,Rent,14,7,0,1
4613,28,6007374,Delhi,3BHK,Rent,14,4,0,1
4614,37,2155647,Bangalore,1BHK,Rent,28,4,0,0
4615,37,13968953,Bangalore,1BHK,Buy,11,5,1,1
4616,46,7977664,Pune,2BHK,Buy,28,9,1,1
4617,33,11566710,Mumbai,1BHK,Buy,16,9,1,1
4618,37,14042059,Delhi,3BHK,Rent,15,1,1,0
4619,58,10850441,Bangalore,1BHK,Rent,22,5,1,1
4620,37,14461289,Bangalore,3BHK,Buy,6,5,0,0
4621,34,7244412,Mumbai,2BHK,Buy,24,7,0,1
4622,26,13005278,Mumbai,1BHK,Rent,13,8,1,1
4623,55,13637002,Bangalore,1BHK,Rent,26,3,1,0
4624,34,3754741,Bangalore,1BHK,Buy,28,1,0,0
4625,28,3130127,Pune,2BHK,Rent,17,2,0,0
4626,35,8460284,Mumbai,2BHK,Rent,4,6,0,0
4627,47,14130504,Delhi,1BHK,Buy,12,6,1,1
4628,33,7094733,Bangalore,2BHK,Rent,18,5,0,1
4629,51,6924306,Bangalore,3BHK,Rent,27,5,1,1
4630,55,2951710,Bangalore,2BHK,Rent,8,9,1,0
4631,26,6307427,Bangalore,1BHK,Buy,12,7,0,1
4632,25,13216308,Pune,3BHK,Rent,4,6,0,0
4633,42,13427814,Mumbai,1BHK,Rent,8,7,1,0
4634,43,9739637,Bangalore,1BHK,Buy,29,3,1,0
4635,45,8920343,Mumbai,1BHK,Rent,2,7,0,0
4636,54,10205703,Delhi,2BHK,Rent,29,3,0,0
4637,46,5514734,Delhi,1BHK,Rent,4,8,1,0
4638,25,3297327,Delhi,3BHK,Buy,12,9,0,0
4639,46,6011577,Delhi,3BHK,Buy,25,3,1,0
4640,40,11224277,Mumbai,3BHK,Rent,21,7,0,1
4641,26,11059382,Delhi,1BHK,Buy,22,8,0,1
4642,26,11565817,Delhi,3BHK,Buy,10,3,1,0
4643,38,11254905,Bangalore,3BHK,Buy,15,6,0,1
4644,24,12078653,Bangalore,3BHK,Buy,28,7,0,1
4645,37,6780651,Bangalore,3BHK,Buy,9,4,1,0
4646,34,2311294,Pune,2BHK,Buy,9,6,1,0
4647,34,3613955,Bangalore,1BHK,Buy,7,7,0,0
4648,33,4301348,Delhi,1BHK,Buy,27,7,1,0
4649,27,8292359,Mumbai,3BHK,Buy,2,1,0,0
4650,35,7034971,Delhi,1BHK,Rent,7,2,1,0
4651,39,13327534,Mumbai,3BHK,Buy,9,1,1,0
4652,55,7278452,Delhi,3BHK,Buy,18,9,1,1
4653,37,14338378,Pune,3BHK,Rent,23,7,0,1
4654,55,12257668,Bangalore,1BHK,Rent,12,7,0,1
4655,39,6543511,Delhi,2BHK,Rent,7,3,0,0
4656,40,5068689,Bangalore,1BHK,Rent,19,5,1,1
4657,56,4519379,Pune,1BHK,Buy,22,2,1,0
4658,55,14486604,Pune,2BHK,Buy,24,5,0,1
4659,52,6247837,Bangalore,1BHK,Buy,16,8,0,1
4660,44,8153301,Bangalore,2BHK,Rent,26,3,1,0
4661,37,3168964,Mumbai,3BHK,Buy,8,4,0,0
4662,27,8058014,Bangalore,2BHK,Buy,19,8,0,1
4663,21,11183671,Bangalore,3BHK,Rent,6,2,0,0
4664,55,9594968,Mumbai,2BHK,Rent,2,1,1,0
4665,52,13621724,Delhi,3BHK,Rent,2,3,0,0
4666,56,7891966,Mumbai,1BHK,Rent,29,2,1,0
4667,33,7837211,Delhi,2BHK,Rent,8,2,0,0
4668,26,6129295,Delhi,1BHK,Buy,27,4,0,1
4669,34,10024373,Delhi,3BHK,Rent,10,6,1,0
4670,57,5967924,Mumbai,2BHK,Rent,21,5,1,1
4671,35,5902859,Mumbai,2BHK,Buy,21,4,1,1
4672,24,6184737,Pune,2BHK,Buy,11,8,0,1
4673,36,8944758,Delhi,1BHK,Buy,20,5,0,1
4674,48,6307380,Mumbai,3BHK,Rent,27,2,0,0
4675,36,14157631,Pune,1BHK,Rent,26,4,0,1
4676,24,4818710,Delhi,2BHK,Buy,20,7,0,0
4677,46,5957100,Mumbai,3BHK,Buy,24,4,0,1
4678,48,13379610,Mumbai,3BHK,Rent,3,6,1,0
4679,52,11508976,Mumbai,1BHK,Buy,27,2,1,0
4680,22,12907408,Bangalore,1BHK,Buy,16,9,0,1
4681,51,9348399,Pune,2BHK,Buy,3,4,1,0
4682,23,9050417,Mumbai,2BHK,Buy,8,1,1,0
4683,28,11183613,Bangalore,2BHK,Rent,19,3,0,0
4684,44,5282178,Pune,2BHK,Rent,12,7,1,1
4685,35,7911740,Pune,3BHK,Rent,18,9,0,1
4686,51,14910897,Bangalore,2BHK,Buy,13,6,1,1
4687,29,3594745,Pune,2BHK,Rent,11,4,0,0
4688,59,7949782,Bangalore,2BHK,Rent,29,2,1,0
4689,22,6783877,Delhi,1BHK,Buy,13,9,1,1
4690,28,7302427,Mumbai,1BHK,Buy,21,8,0,1
4691,27,8954038,Bangalore,1BHK,Rent,27,7,0,1
4692,59,9347965,Pune,2BHK,Buy,3,2,1,0
4693,36,11153735,Pune,3BHK,Buy,6,2,0,0
4694,55,7865874,Delhi,2BHK,Rent,27,8,1,1
4695,50,12957413,Delhi,1BHK,Rent,23,9,0,1
4696,30,8167324,Delhi,1BHK,Rent,3,9,1,0
4697,58,13356782,Delhi,2BHK,Buy,25,8,1,1
4698,38,14904201,Delhi,3BHK,Buy,26,1,0,0
4699,25,8466138,Mumbai,3BHK,Buy,1,5,0,0
4700,49,3368240,Bangalore,3BHK,Buy,14,7,1,0
4701,59,7771712,Delhi,1BHK,Buy,23,6,0,1
4702,54,7202662,Delhi,1BHK,Buy,20,1,1,0
4703,43,13327004,Mumbai,3BHK,Rent,7,6,0,0
4704,25,13737018,Bangalore,2BHK,Rent,25,4,0,1
4705,50,12322670,Delhi,3BHK,Buy,9,3,0,0
4706,26,3991524,Bangalore,2BHK,Rent,1,4,0,0
4707,24,9557086,Bangalore,1BHK,Rent,10,8,1,0
4708,49,9827327,Mumbai,1BHK,Rent,13,6,0,1
4709,43,7168394,Mumbai,1BHK,Buy,12,9,1,1
4710,26,5563733,Delhi,3BHK,Rent,4,5,1,0
4711,52,8686289,Pune,3BHK,Rent,7,9,1,0
4712,38,14842623,Mumbai,1BHK,Buy,10,4,0,0
4713,35,11013730,Bangalore,1BHK,Buy,22,4,1,1
4714,52,4137154,Bangalore,1BHK,Buy,25,6,1,0
4715,29,10644157,Delhi,3BHK,Rent,29,7,0,1
4716,57,12180232,Delhi,3BHK,Rent,7,2,0,0
4717,30,2374994,Delhi,1BHK,Rent,15,4,1,0
4718,40,3702875,Bangalore,3BHK,Buy,19,8,0,0
4719,26,8937292,Mumbai,3BHK,Buy,7,9,1,0
4720,23,6149285,Pune,3BHK,Buy,26,5,1,1
4721,31,9371818,Mumbai,3BHK,Rent,14,6,1,1
4722,37,9807604,Pune,1BHK,Rent,21,7,1,1
4723,52,3778650,Mumbai,1BHK,Rent,14,7,0,0
4724,24,9407293,Delhi,3BHK,Buy,18,3,1,0
4725,24,13814957,Bangalore,1BHK,Buy,10,2,0,0
4726,37,4799045,Pune,1BHK,Rent,3,8,0,0
4727,39,10292005,Mumbai,1BHK,Rent,6,9,1,0
4728,25,14853552,Bangalore,2BHK,Rent,29,8,1,1
4729,52,11557706,Pune,1BHK,Buy,22,8,1,1
4730,42,14988398,Pune,1BHK,Rent,23,2,0,0
4731,26,13217128,Bangalore,3BHK,Buy,22,4,0,1
4732,55,12768628,Delhi,3BHK,Rent,9,6,0,0
4733,42,8584016,Bangalore,2BHK,Rent,14,8,1,1
4734,21,6668710,Delhi,2BHK,Rent,21,2,1,0
4735,40,3649478,Mumbai,1BHK,Rent,21,8,1,0
4736,42,11530750,Mumbai,1BHK,Rent,24,1,0,0
4737,31,8177792,Bangalore,3BHK,Rent,8,6,0,0
4738,33,13661528,Delhi,1BHK,Rent,1,8,1,0
4739,23,9883679,Mumbai,1BHK,Rent,3,8,1,0
4740,29,6596218,Delhi,1BHK,Rent,29,7,0,1
4741,32,7444344,Delhi,1BHK,Rent,22,7,1,1
4742,43,7991303,Delhi,1BHK,Buy,6,9,1,0
4743,34,7151300,Bangalore,1BHK,Buy,1,2,1,0
4744,53,14002333,Delhi,1BHK,Rent,18,1,0,0
4745,38,5262983,Bangalore,1BHK,Rent,10,2,0,0
4746,29,9907184,Mumbai,3BHK,Buy,23,3,1,0
4747,43,14415250,Mumbai,2BHK,Buy,17,9,0,1
4748,30,14620267,Pune,1BHK,Buy,26,7,0,1
4749,39,11474874,Pune,3BHK,Rent,21,5,1,1
4750,25,5576758,Mumbai,1BHK,Rent,1,5,1,0
4751,43,5832733,Delhi,1BHK,Rent,22,6,1,1
4752,50,2740174,Delhi,2BHK,Rent,23,2,1,0
4753,45,2203811,Mumbai,3BHK,Buy,8,1,1,0
4754,48,3629494,Mumbai,1BHK,Buy,29,1,0,0
4755,54,6373547,Pune,2BHK,Buy,12,3,0,0
4756,45,11983130,Delhi,2BHK,Buy,19,1,0,0
4757,30,7762637,Mumbai,1BHK,Rent,14,9,0,1
4758,34,14860853,Pune,1BHK,Buy,19,5,0,1
4759,50,13330991,Pune,3BHK,Buy,27,9,1,1
4760,45,13914781,Delhi,3BHK,Rent,17,5,1,1
4761,34,9045158,Pune,1BHK,Rent,28,1,1,0
4762,55,8256878,Pune,1BHK,Rent,16,7,1,1
4763,54,7557260,Bangalore,2BHK,Buy,19,7,0,1
4764,30,2530553,Mumbai,3BHK,Buy,5,4,1,0
4765,55,7763215,Delhi,1BHK,Rent,22,3,1,0
4766,31,5795627,Mumbai,1BHK,Rent,19,1,1,0
4767,31,3251782,Bangalore,3BHK,Rent,4,7,1,0
4768,41,4066799,Delhi,1BHK,Rent,5,5,1,0
4769,41,10835318,Mumbai,2BHK,Buy,5,1,0,0
4770,42,13518716,Pune,2BHK,Rent,25,1,1,0
4771,27,3730934,Delhi,1BHK,Buy,24,3,0,0
4772,37,7334306,Bangalore,3BHK,Rent,1,3,0,0
4773,22,13497678,Pune,2BHK,Rent,18,2,1,0
4774,32,12416027,Bangalore,3BHK,Buy,28,8,0,1
4775,38,3456098,Pune,3BHK,Rent,15,8,0,0
4776,31,13712753,Mumbai,3BHK,Rent,21,6,1,1
4777,36,5288685,Mumbai,2BHK,Rent,28,5,0,1
4778,38,14168305,Mumbai,2BHK,Buy,19,6,0,1
4779,55,14114221,Bangalore,1BHK,Buy,23,1,1,0
4780,46,6070675,Delhi,3BHK,Rent,14,2,1,0
4781,36,10485983,Mumbai,2BHK,Rent,27,7,1,1
4782,26,3819941,Bangalore,2BHK,Buy,6,1,0,0
4783,32,5949244,Pune,1BHK,Buy,18,8,0,1
4784,33,5497319,Mumbai,2BHK,Buy,8,3,0,0
4785,24,4189465,Pune,2BHK,Rent,5,4,0,0
